Creator Name,Creator Channel,Link Primary,Platform Primary,Platform Secondary,Origin List,Topic/Category,Geography,Groups,New Tags,Special Lists,Notes
Chris La Tray,The Irritable Métis,https://chrislatray.substack.com/,Newsletter - Substack,https://www.chrislatray.com/,AHP Recs,"Local, Outdoors, Climate/Environment, Activism, Art","Montana, U.S. ","Social Issues, Culture & Media, Science, Health & Environment, Civic Life, Lifestyle & Personal Life",,,
Kate Manne,More to Hate,https://katemanne.substack.com/,Newsletter - Substack,N/A ,AHP Recs,"Activism, Lifestyle, Internet Culture, Gender","New York, NY","Social Issues, Culture & Media, Lifestyle & Personal Life",,,
Kelton Wright,Shangri-logs,https://shangrilogs.substack.com/,Newsletter - Substack,https://www.instagram.com/shangrilogs/?hl=en,AHP Recs,"Climate/Environment, Local, Outdoors, Home","Montana, U.S. ","Science, Health & Environment, Lifestyle & Personal Life, Civic Life",,,
Gillian Morris & Phil Levin,Super Nuclear,https://supernuclear.substack.com/,Newsletter - Substack,N/A ,AHP Recs,"Lifestyle, Home","New York, NY",Lifestyle & Personal Life,,,
Elise Granata,Group Hug,https://grouphug.substack.com/,Newsetter - Ghost,https://www.elisegranata.com/,AHP Recs,"Local, Day in a Life, Lifestyle, Positive News",California - US,"Journalism Formats, Lifestyle & Personal Life, Civic Life, General News",,,Mostly personal essays 
Joanna Goddard,Cup of Jo,https://cupofjo.com/,Website,https://www.instagram.com/cupofjo/?hl=en,AHP Recs,"Parenting, Lifestyle, Home","New York, NY",Lifestyle & Personal Life,,,
Rebecca Enberg,Your House Machine,https://www.yourhousemachine.com/,Newsletter - Substack,N/A ,AHP Recs,"Home, Tech","Portland, OR","Lifestyle & Personal Life, Money & Work",,,Worked at Airbnb. Tech/ home. Doesn't have her last name on her substack which is weird... but found it on LinkedIn
Brandon Tyler,Sweater Weather,https://sweaterweather.substack.com/,Newsletter - Substack,N/A ,AHP Recs,"Politics, Activism, Faith/Religion",,"Social Issues, Power & Politics",,,
Sari Botton,Oldster,https://oldster.substack.com/,Newsletter - Substack,https://www.instagram.com/saribotton/?hl=en,AHP Recs,"Health/Wellness, Lifestyle","New York, NY","Science, Health & Environment, Lifestyle & Personal Life",,,
Anna Brones,Creative Fuel,https://creativefuel.substack.com/,Newsletter - Substack,https://www.annabrones.com/,AHP Recs,Art,"Seattle, U.S. ",Culture & Media,,,
Hetty Lui McKinnon,"To Vegetables, With Love",https://hettymckinnon.substack.com/,Newsletter - Substack,https://www.instagram.com/hettymckinnon/reels/,AHP Recs,Food,"New York, NY",Lifestyle & Personal Life,,,
Stephanie. Lau,Cook Club,https://stephhlau.substack.com/,Newsletter - Substack,https://stephaniealau.com/,AHP Recs,Food,"New York, NY",Lifestyle & Personal Life,,,
Bill McKibben,The Crucial Years,https://billmckibben.substack.com/,Newsletter - Substack,https://billmckibben.com/,Emily Atkin,"Climate/Environment, Politics, Government Accountability, Activism","Vermont, U.S. ","Social Issues, Science, Health & Environment, Power & Politics",,,"Founder of community organizing group, https://billmckibben.com/"
Katharine Hayhoe,Talking Climate,https://katharinehayhoe.substack.com/,Newsletter - Substack,"https://katharinehayhoe.com/, Insta https://www.instagram.com/katharinehayhoe/",Emily Atkin,Climate/Environment,Texas - US,"Science, Health & Environment",,,
Michael Thomas,Distilled,https://www.distilled.earth/,Newsletter - Substack,https://www.linkedin.com/in/michael-thomas-4b01054a/,Emily Atkin,"Climate/Environment, Politics, Business",Colorado - US,"Money & Work, Science, Health & Environment, Power & Politics",,,Also founded https://cleanview.co/
Doug Lewin,The Energy Capital Show,https://www.texasenergyandpower.com/p/texas-got-tested-grid-stayed-upright,Newsletter - Substack,Podcast: https://open.spotify.com/show/2OvbX7q5TLJDKNeFR8rFd5,Emily Atkin,"Climate/Environment, Government Accountability, Business, Local",Texas - US,"Money & Work, Science, Health & Environment, Power & Politics, Civic Life",,,"Both the ""show,"", and ""The Texas Energy and Power Newsletter"" "
Jacob Carter,SciLight,https://scilight.substack.com/,Newsletter - Substack,,Emily Atkin,Climate/Environment,"Washington, D.C.","Science, Health & Environment",,,"Many contributors, a whole team https://scilight.substack.com/about"
Lisa Bennett,Savor the World,https://lisabennett.substack.com/,Newsletter - Substack,https://lisabennettwrites.com/,Emily Atkin,"Climate/Environment, Positive News","San Francisco, CA","Science, Health & Environment, General News",,,
Lindsay Gibbs,Power Plays,https://www.powerplays.news/,Newsletter - Substack,Podcast: https://www.burnitalldownpod.com/,Emily Atkin,"Sports, Gender, Activism",North Carolina - US,"Social Issues, Lifestyle & Personal Life",,,Also a contributer to The Athletic 
