slug,creator_name,creator_channel,platform_primary,topic,tier,bsky_handle,bsky_display_name,bsky_followers,bsky_description,match_score,match_confidence,bsky_profile_url,reviewer_decision,notes
hasan-piker,Hasan Piker,HasanAbi,Video - Twitch,"Politics, Culture, World",3,,,,,0,NO_MATCH,,,
helen-vince,Helen & Vince,Helen & Vince,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
hind-khoudary,Hind Khoudary,hindkhoudary,Social - Instagram,"World, Day in a Life",3,,,,,0,NO_MATCH,,,
huma-razvi,Huma Razvi,The Fifth,Video - Instagram,"Media/Power, Politics, Government Accountability",3,,,,,0,NO_MATCH,,,
huma-zaidi-razvi,Huma Zaidi Razvi,The Fifth,Video - Instagram,"Explanatory, General News",3,,,,,0,NO_MATCH,,,
igdc,IGDC,IGDC,Social - Instagram,Photography,3,,,,,0,NO_MATCH,,,
imani-keal,Imani Keal,Imani Keal,Social - Instagram,Home,3,,,,,0,NO_MATCH,,,
jacklyn-dallas,Jacklyn Dallas,Nothing But Tech,Video - YouTube,"Explanatory, Tech",3,,,,,0,NO_MATCH,,,
jacklynn-botwe,Jacklynn Botwe,Jacklynn Botwe,Video - TikTok,"Travel, History",3,,,,,0,NO_MATCH,,,
jackson-barton,Jackson Barton,Jackson Barton,Social - Instagram,"Politics, General News",3,,,,,0,NO_MATCH,,,
jackson-perkins,Jackson Perkins,Jackson Perkins,Social - Instagram,Music,3,,,,,0,NO_MATCH,,,
jade-womack,Jade Womack,Clockout DC,Video - Instagram,Things to Do,3,,,,,0,NO_MATCH,,,
jane-dangelo,Jane D'Angelo,Jane D'Angelo,Social - Instagram,Things to Do,3,,,,,0,NO_MATCH,,,
jarrett-hendrix,Jarrett Hendrix,Jarrett Hendrix,Social - Instagram,Photography,3,,,,,0,NO_MATCH,,,
jen-chase-solomon,Jen Chase Solomon,Jen Chase Solomon,Social - Instagram,Photography,3,,,,,0,NO_MATCH,,,
jen-in-chicago,Jen In Chicago,Jen In Chicago,Video - TikTok,"Local, Lifestyle, Day in a Life",3,,,,,0,NO_MATCH,,,
jenn-w,Jenn W.,Jenn W.,Social - Instagram,Photography,3,,,,,0,NO_MATCH,,,
jessica-dante,Jessica Dante,Love and London,Video - YouTube,"Travel, Lifestyle, Food",3,,,,,0,NO_MATCH,,,
jhonn-jackson,Jhonn Jackson,Uncle Jhonn,Video - Instagram,Home,3,,,,,0,NO_MATCH,,,
joe-himali,Joe Himali,Best Address,Video - Instagram,"History, Architecture",3,,,,,0,NO_MATCH,,,
joey-ferguson,Joey Ferguson,JFergal,Video - YouTube,"General News, Internet Culture",3,,,,,0,NO_MATCH,,,
johnny-cole-dickson,Johnny Cole Dickson,No Lab Coat Required,Video - YouTube,"Science, Health/Wellness",3,,,,,0,NO_MATCH,,,
johnny-harris,Johnny Harris,Johnny Harris,Video - YouTube,Explanatory,3,,,,,0,NO_MATCH,,,
jon-youshaei,Jon Youshaei,Jon Youshaei,Video - YouTube,"Careers, Tech",3,,,,,0,NO_MATCH,,,
jonah-fialkow,Jonah Fialkow,Jewish Jonah,Video - TikTok,"Comedy, Sports, Identity/Belonging, Food, Day in a Life, Local",3,,,,,0,NO_MATCH,,,
jonathan-zaragoza,Jonathan Zaragoza,goatboyintl,Video - TikTok,"Recipes, Food, Identity/Belonging",3,,,,,0,NO_MATCH,,,
jonni-scott,Jonni Scott,Jonni Scott,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
jordan-kahana,Jordan Kahana,Jordan Kahana,Video - Instagram,"Travel, Science",3,,,,,0,NO_MATCH,,,
joseph-pisenti,Joseph Pisenti,Real Life Lore,Video - YouTube,Explanatory,3,,,,,0,NO_MATCH,,,
josh-young,Josh Young,Josh Young,Social - Instagram,Design,3,,,,,0,NO_MATCH,,,
joss-fong,Joss Fong,Howtown,Video - YouTube,Explanatory,3,,,,,0,NO_MATCH,,,
judy-pan,Judy Pan,foodooboos,Social - Instagram,Food,3,,,,,0,NO_MATCH,,,
jules-from-virginia,Jules from Virginia,Jules from Virginia,Social - Instagram,Things to Do,3,,,,,0,NO_MATCH,,,
julia-la-roche,Julia La Roche,The Julia La Roche Show,Video - YouTube,"Business, Personal Finance, Tech",3,,,,,0,NO_MATCH,,,
julian-brave-noisecat,Julian Brave NoiseCat,Julian Brave NoiseCat,Video - Instagram,"Climate/Environment, Art",3,,,,,0,NO_MATCH,,,
jxmyhighroller,Jxmyhighroller,Jxmyhighroller,Video - YouTube,Sports,3,,,,,0,NO_MATCH,,,
kadria-kassem,Kadria Kassem,Kadropedia,Video - TikTok,"History, World, Explanatory",3,,,,,0,NO_MATCH,,,
kahja-elliott,Kahja Elliott,heykayinthebay,Video - Instagram,"Food, Travel, Restaurants and bars",3,,,,,0,NO_MATCH,,,
kaia-yu,Kaia Yu,Kaia Yu,Video - Instagram,"Travel, Identity/Belonging, Culture",3,,,,,0,NO_MATCH,,,
kansas-helen,Kansas Helen,Kansas Helen,Video - YouTube,"Politics, Government Accountability, Local",3,,,,,0,NO_MATCH,,,
kara-harms,Kara Harms,Kara Harms,Video - Instagram,"Local, Lifestyle",3,,,,,0,NO_MATCH,,,
kareem-rahma,Kareem Rahma,Kareem Rahma,Video - Instagram,"Internet Culture, Local",3,,,,,0,NO_MATCH,,,
karli-zschgner,Karli Zschögner,karli_zschogner,Video - Instagram,"World, Local",3,,,,,0,NO_MATCH,,,
kassy-cho,Kassy Cho,Kassy,Video - TikTok,Human Rights,3,,,,,0,NO_MATCH,,,
kate-broug,Kate Broug,Anna Katharina,Video - Instagram,"History, Tech",3,,,,,0,NO_MATCH,,,
kate-michael,Kate Michael,Kstkate,Social - Instagram,Fashion,3,,,,,0,NO_MATCH,,,
katie-gatti-tassin,Katie Gatti Tassin,Money with Katie,Video - Instagram,Personal Finance,3,,,,,0,NO_MATCH,,,
kaylee-jo-flores,Kaylee Jo Flores,Kaylee Jo Chicago,Video - TikTok,"Things to Do, Restaurants and bars, Museums, Food, Local",3,,,,,0,NO_MATCH,,,
kelly-paras,Kelly Paras,Kelly Paras,Social - Instagram,Photography,3,,,,,0,NO_MATCH,,,
kelly-lynne-russell,Kelly-Lynne Russell,thelowlowstyle,Social - Instagram,Fashion,3,,,,,0,NO_MATCH,,,
kennedy-claire-bloom,Kennedy Claire Bloom,KeninChicago,Video - TikTok,"Things to Do, Restaurants and bars, Lifestyle, Food, Fashion, Local",3,,,,,0,NO_MATCH,,,
kenny-beecham,Kenny Beecham,KOT4Q,Video - YouTube,Sports,3,,,,,0,NO_MATCH,,,
kofie-yeboah,Kofie Yeboah,Kofie,Video - YouTube,"Sports, Culture",3,,,,,0,NO_MATCH,,,
kyle-eberly,Kyle Eberly,Sitreps to Steercos,Video - Instagram,Careers,3,,,,,0,NO_MATCH,,,
kyle-lybarger,Kyle Lybarger,Kyle Lybarger,Video - TikTok,"Climate/Environment, Explanatory",3,,,,,0,NO_MATCH,,,
la-pulla,La Pulla,La Pulla,Video - YouTube,"Politics, Comedy",3,,,,,0,NO_MATCH,,,
lamenuel-scales,Lamenuel Scales,Hood News 75,Video - Instagram,"Local, Comedy",3,,,,,0,NO_MATCH,,,
laura-odea,Laura O'Dea,"Laura O'Dea, M.A.",Video - Instagram,"Mental Health, Law/Legal Issues, Politics",3,,,,,0,NO_MATCH,,,
lauren-finney-harden,Lauren Finney Harden,Lauren Finney Harden,Video - Instagram,"Fashion, Parenting, Day in a Life",3,,,,,0,NO_MATCH,,,
libby-ward,Libby Ward,libbywardofficial,Video - TikTok,"Health/Wellness, Parenting",3,,,,,0,NO_MATCH,,,
lina-chawaf,Lina Chawaf,Rozana Radio,Social - LinkedIn,"World, Gender",3,,,,,0,NO_MATCH,,,
linda-samuel,Linda Samuel,Linda Samuel,Social - Instagram,Lifestyle,3,,,,,0,NO_MATCH,,,
liz-pak,Liz Pak,Liz Pak,Video - TikTok,Lifestyle,3,,,,,0,NO_MATCH,,,
lola-ajayi,Lola Ajayi,LifeWithLeauxla,Social - Instagram,Lifestyle,3,,,,,0,NO_MATCH,,,
long-island-wise-guy,Long Island Wise Guy,Long Island Wise Guy,Video - Instagram,"Comedy, Local",3,,,,,0,NO_MATCH,,,
louay-cherni,Louay Cherni,Must Last / ابو يحيى,Video - Instagram,"Politics, History, Finance/Economics",3,,,,,0,NO_MATCH,,,
lucy-blakiston,Lucy Blakiston,Shit You Should Care About,Video - Instagram,"Explanatory, General News",3,,,,,0,NO_MATCH,,,
luis-chaparro,Luis Chaparro,Pie de Nota,Video - TikTok,"Investigative, World",3,,,,,0,NO_MATCH,,,
luke-mcfadden,Luke McFadden,F.V. Southern Girl,Video - TikTok,"Food, Local, Day in a Life",3,,,,,0,NO_MATCH,,,
mac-cumpian,Mac Cumpian,Mac Facts NYC,Video - Instagram,"Museums, Things to Do",3,,,,,0,NO_MATCH,,,
maddie-brannon,Maddie Brannon,maddy the b,Video - Instagram,,3,,,,,0,NO_MATCH,,,
madeline-pendleton,Madeline Pendleton,Madeline Pendleton,Video - TikTok,"Politics, Business, Personal Finance",3,,,,,0,NO_MATCH,,,
marcela-trejo,Marcela Trejo,Focos,Video - YouTube,"Politics, Climate/Environment",3,,,,,0,NO_MATCH,,,
margot-de-broglie,Margot De Broglie,Conversations on Money,Video - Instagram,"Finance/Economics, Culture",3,,,,,0,NO_MATCH,,,
maria-bastasch,Maria Bastasch,Maria Bastasch,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
maria-kim,Maria Kim,Maria Kim,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
marina-mogilko,Marina Mogilko,Silicon Valley Girl,Video - YouTube,"Explanatory, Tech",3,,,,,0,NO_MATCH,,,
marissa-braswell,Marissa Braswell ,Marissa Kerri,Video - TikTok,"Culture, Identity/Belonging",3,,,,,0,NO_MATCH,,,
mark-horvath,Mark Horvath,Invisible People,Video - YouTube,Housing,3,,,,,0,NO_MATCH,,,
mark-langowski,Mark Langowski,Body By Mark,Video - Instagram,"Health/Wellness, Fitness",3,,,,,0,NO_MATCH,,,
matthew-adler,Matthew Adler,Matthew Adler,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
matthew-beat,Matthew Beat,Mr. Beat,Video - YouTube,"History, Education",3,,,,,0,NO_MATCH,,,
matthew-dickey,Matthew Dickey,Street Scape Curator,Video - Instagram,"Local, Architecture, Photography",3,,,,,0,NO_MATCH,,,
mattie-hanley,Mattie Hanley,hungry_hungry_hanley,Video - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
mauna-eats-chicago,Mauna Eats Chicago,Mauna Eats Chicago,Video - TikTok,"Restaurants and bars, Food, Local",3,,,,,0,NO_MATCH,,,
maura-postlethwait,Maura Postlethwait,maura.gfconcierge,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
max-karlinsky,Max Karlinsky,Distant Elephant,Video - TikTok,"Explanatory, World, Architecture",3,,,,,0,NO_MATCH,,,
max-towey,Max Towey,Ride the News,Video - Instagram,"Explanatory, General News",3,,,,,0,NO_MATCH,,,
maynard-okereke,Maynard Okereke,Hip Hop Science,Video - Instagram,"Education, Science",3,,,,,0,NO_MATCH,,,
mcaila-wagna,Mcaila Wagna,Mcaila Wagna,Video - Instagram,"Climate/Environment, Outdoors, Travel",3,,,,,0,NO_MATCH,,,
mcamila-gallegor,Mcamila Gallegor,Chicago Food Guide,Video - TikTok,"Things to Do, Restaurants and bars, Recipes, Food, Local",3,,,,,0,NO_MATCH,,,
megan-schibelka,Megan Schibelka,Megan Schibelka,Video - TikTok,"Things to Do, Travel, Restaurants and bars, Lifestyle, Food, Local",3,,,,,0,NO_MATCH,,,
michael-mackelvie,Michael MacKelvie,Michael MacKelvie,Video - YouTube,"Sports, Explanatory",3,,,,,0,NO_MATCH,,,
michelle-katz,Michelle Katz,Michelle Katz,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
mohammad-taher,Mohammad Taher,The Airport Guy,Video - Instagram,"Transportation, Labor/Workers Rights, Education",3,,,,,0,NO_MATCH,,,
mohuya-khan,Mohuya Khan,Mohuya Khan,Video - Instagram,"Lifestyle, Fashion",3,,,,,0,NO_MATCH,,,
molly-ward,Molly Ward,Molly Ward,Social - Instagram,Things to Do,3,,,,,0,NO_MATCH,,,
monique-black-belt-babe,Monique (Black Belt Babe),Black Belt Babe,Video - TikTok,"Politics, Immigration, Human Rights",3,,,,,0,NO_MATCH,,,
morgan-lynzi,Morgan Lynzi,Morganlynzi,Video - Instagram,"Identity/Belonging, Culture, Health/Wellness",3,,,,,0,NO_MATCH,,,
moses-sibley,Moses Sibley,Made by Mojo,Video - Instagram,"Local, Film/Movies",3,,,,,0,NO_MATCH,,,
motaz-azaiza,Motaz Azaiza,motaz_azaiza,Social - Instagram,Photography,3,,,,,0,NO_MATCH,,,
nayyera-haq,Nayyera Haq,Nayyera Haq,Video - Instagram,"Politics, Media/Power",3,,,,,0,NO_MATCH,,,
neida-sandoval,Neida Sandoval,Neida Sandoval,Social - Instagram,"Immigration, Investigative, Positive News",3,,,,,0,NO_MATCH,,,
nicholas-martino,Nicholas Martino,Nicholas Martino,Social - Instagram,Lifestyle,3,,,,,0,NO_MATCH,,,
nicolas-heller,Nicolas Heller,New York Nico,Video - Instagram,Day in a Life,3,,,,,0,NO_MATCH,,,
nicolas-copano,Nicolás Copano,Copano.News / Turno,Social - Twitter / X,"Politics, Tech, Media/Power",3,,,,,0,NO_MATCH,,,
niklas-kolorz,Niklas Kolorz,Niklas Kolorz,Video - TikTok,"Science, Explanatory",3,,,,,0,NO_MATCH,,,
noah-rinsky,Noah Rinsky,Old Jewish Men,Video - Instagram,"Culture, Local, Comedy",3,,,,,0,NO_MATCH,,,
noor-tagouri,Noor Tagouri,Noor,Video - Instagram,"Investigative, Identity/Belonging",3,,,,,0,NO_MATCH,,,
not-bored-in-dc,Not Bored In DC,Not Bored In DC,Video - Instagram,History,3,,,,,0,NO_MATCH,,,
nova-foodies,NOVA Foodies,NOVA Foodies,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
nova-nomz,NoVa Nomz,NoVa Nomz,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
paige-muller,Paige Muller,Curious Caravan,Social - Instagram,History,3,,,,,0,NO_MATCH,,,
paige-tingey,Paige Tingey,Paige Tingey,Video - Instagram,"Travel, Photography",3,,,,,0,NO_MATCH,,,
palki-sharma-upadhyay,Palki Sharma Upadhyay,India Global Review,Social - Instagram,"World, Politics",3,,,,,0,NO_MATCH,,,
pat-the-designer-p-kidd,Pat The Designer (P. Kidd),Windy City Breeze,Video - YouTube,"Sports, Local",3,,,,,0,NO_MATCH,,,
paul-barbs-barbato,"Paul ""Barbs"" Barbato",Geography Now,Video - YouTube,"Explanatory, World, Travel",3,,,,,0,NO_MATCH,,,
petter-hrnfeldt,Petter Hörnfeldt,Mentour Pilot,Video - YouTube,"Transportation, World",3,,,,,0,NO_MATCH,,,
philipp-dettmer,Philipp Dettmer,Kurzgesagt - In a Nutshell,Video - YouTube,"Science, Tech",3,,,,,0,NO_MATCH,,,
philippine-darblay,Philippine Darblay,Philippine Darblay,Social - Instagram,"Travel, Food",3,,,,,0,NO_MATCH,,,
politician-trade-tracker,Politician Trade Tracker,Politician Trade Tracker,Video - Instagram,"Government Accountability, Politics",3,,,,,0,NO_MATCH,,,
queer-talk-dc,Queer Talk DC,Queer Talk DC,Social - Instagram,Things to Do,3,,,,,0,NO_MATCH,,,
rahsaan-thomas,Rahsaan Thomas,New York,Video - Instagram,"Activism, Law/Legal Issues",3,,,,,0,NO_MATCH,,,
raman-santra,Raman Santra,Barred in DC,Social - Twitter / X,Restaurants and bars,3,,,,,0,NO_MATCH,,,
renee-koontz,Renee Koontz,Chicago By Ren,Video - TikTok,"Things to Do, Restaurants and bars, Lifestyle, Food, Local",3,,,,,0,NO_MATCH,,,
rick-mcguire,Rick McGuire,Subway Creatures,Video - Instagram,"Local, Comedy, Transportation",3,,,,,0,NO_MATCH,,,
riley-arthur,Riley Arthur,Diners of NYC,Video - Instagram,"Architecture, History, Food",3,,,,,0,NO_MATCH,,,
rivandwino-rivan,Rivandwino Rivan,Rivan Updates,Video - TikTok,World,3,,,,,0,NO_MATCH,,,
romin-shahpouri,Romin Shahpouri,Romin Shahpouri,Social - Instagram,Fashion,3,,,,,0,NO_MATCH,,,
sam-denby,Sam Denby,Wendover Productions,Video - YouTube,Explanatory,3,,,,,0,NO_MATCH,,,
sam-parven,Sam Parven,sjparv,Social - Instagram,Fashion,3,,,,,0,NO_MATCH,,,
sam-schlageter,Sam Schlageter,Your DC Bestie,Video - Instagram,"Things to Do, Travel",3,,,,,0,NO_MATCH,,,
samantha-roby,Samantha Roby,Chicago Food Authority,Video - TikTok,"Things to Do, Restaurants and bars, Food, Local",3,,,,,0,NO_MATCH,,,
sanaz-saleh-ebrahimi,Sanaz Saleh-Ebrahimi,Sanaz Cooks,Video - TikTok,"Health/Wellness, Food, Science",3,,,,,0,NO_MATCH,,,
sara-faddah-dario-durham,"Sara Faddah, Dario Durham",77 Flavors Of Chicago,Video - Instagram,"Restaurants and bars, History, Culture, Local",3,,,,,0,NO_MATCH,,,
sarah-jakes-roberts,Sarah Jakes Roberts,Sarah Jakes Roberts,Video - Instagram,"Faith/Religion, Gender, Health/Wellness",3,,,,,0,NO_MATCH,,,
savannah-eccles-johnson,Savannah Eccles Johnson,Savypolitics,Video - Instagram,"Law/Legal Issues, Politics",3,,,,,0,NO_MATCH,,,
scott-rouse,Scott Rouse,The Behavior Panel,Video - YouTube,"Politics, General News, Crime",3,,,,,0,NO_MATCH,,,
sean-paul-reyes,Sean Paul Reyes,Long Island Audit,Video - YouTube,"Government Accountability, Law/Legal Issues, Politics",3,,,,,0,NO_MATCH,,,
sean-west,Sean West,GeoLegal Notes,Social - LinkedIn,"Law/Legal Issues, Politics",3,,,,,0,NO_MATCH,,,
secret-washington-dc,Secret Washington DC,Secret Washington DC,Social - Instagram,Things to Do,3,,,,,0,NO_MATCH,,,
sharon-mcmahon,Sharon McMahon,Sharon Says So,Video - Instagram,"Politics, Government Accountability, Explanatory, Finance/Economics",3,,,,,0,NO_MATCH,,,
shawn-singh,Shawn Singh,Shawn the Food Sheep,Video - Instagram,"Restaurants and bars, Things to Do",3,,,,,0,NO_MATCH,,,
shedrick-pelt,Shedrick Pelt,Shedrick Pelt,Social - Instagram,Photography,3,,,,,0,NO_MATCH,,,
shermann-dilla-thomas,Shermann Dilla Thomas,6figga_dilla,Video - Instagram,"Local, History",3,,,,,0,NO_MATCH,,,
shihan-chowdhury,Shihan Chowdhury,Shihan Chowdhury,Video - TikTok,Food,3,,,,,0,NO_MATCH,,,
simo-benbachir,Simo Benbachir,Sneaky Showbiz,Social - Instagram,"Entertainment/Hollywood, Culture",3,,,,,0,NO_MATCH,,,
soledad-obrien,Soledad O’Brien,Soledad O’Brien,Video - Instagram,"Culture, Politics",3,,,,,0,NO_MATCH,,,
steph-drahozal,Steph Drahozal,A Ticket to Taste,Social - Instagram,Food,3,,,,,0,NO_MATCH,,,
stephen-janis,Stephen Janis,Police Accountability Report,Video - YouTube,"Government Accountability, Investigative",3,,,,,0,NO_MATCH,,,
stuart-schuffman,Stuart Schuffman,BrokeAssStuart,Video - Instagram,"Things to Do, Local, Culture",3,,,,,0,NO_MATCH,,,
summer-dean,Summer Dean,Climate Diva,Video - Instagram,"Fashion, Climate/Environment",3,,,,,0,NO_MATCH,,,
suzanne-lambert,Suzanne Lambert,Suzanne Lambert,Video - Instagram,"Politics, Comedy",3,,,,,0,NO_MATCH,,,
tahmina-aziz,Tahmina Aziz,Tahmina Aziz,Video - TikTok,"Food, Travel, Lifestyle",3,,,,,0,NO_MATCH,,,
tala-al-sharif,Tala Al-Sharif,Female Chimeras,Social - Instagram,"World, Gender",3,,,,,0,NO_MATCH,,,
tamara-sacharczyk,Tamara Sacharczyk,Tamara Sacharczyk,Video - TikTok,Day in a Life,3,,,,,0,NO_MATCH,,,
tanya-badillo,Tanya Badillo,Tanya Badillo,Video - Instagram,"Travel, Outdoors, Identity/Belonging",3,,,,,0,NO_MATCH,,,
tara-kangarlou,Tara Kangarlou,Tara Kangarlou,Social - Instagram,"World, Human Rights",3,,,,,0,NO_MATCH,,,
tara-powell-blackwell,Tara Powell-Blackwell,MissPtv,Social - LinkedIn,"Tech, Lifestyle",3,,,,,0,NO_MATCH,,,
tatyana-arrington,Tatyana Arrington ,What The Film,Video - Instagram,Sports,3,,,,,0,NO_MATCH,,,
te-erika-patterson,Te-Erika Patterson,The Feisty News for Women,Video - TikTok,Gender,3,,,,,0,NO_MATCH,,,
the-other-dc,The Other DC,The Other DC,Social - Instagram,Photography,3,,,,,0,NO_MATCH,,,
tiffany-a-yu,Tiffany A. Yu,Disabled and Well,Video - TikTok,"Identity/Belonging, Activism",3,,,,,0,NO_MATCH,,,
tiffany-aliche,Tiffany Aliche,The Budgetnista,Video - Instagram,Personal Finance,3,,,,,0,NO_MATCH,,,
tiffany-janzen,Tiffany Janzen,Tiff in Tech,Video - Instagram,"Science, Tech",3,,,,,0,NO_MATCH,,,
tina-dunphy,Tina Dunphy,Tina Dunphy,Social - Instagram,Photography,3,,,,,0,NO_MATCH,,,
tonatiuh-higareda,Tonatiuh Higareda,Tonatiuh Higareda,Social - Instagram,"Travel, Food",3,,,,,0,NO_MATCH,,,
trish-pasricha,Trish Pasricha,Trish Pasricha MD,Video - Instagram,"Health/Wellness, Science",3,,,,,0,NO_MATCH,,,
ugo-lord,Ugo Lord,The Modern Attorney,Video - TikTok,Law/Legal Issues,3,,,,,0,NO_MATCH,,,
v-spehar,V Spehar,Under the Desk News,Video - TikTok,"General News, Politics",3,,,,,0,NO_MATCH,,,
valentin-farkasch,Valentin Farkasch,Orbit for Creators,Video - YouTube,Media/Power,3,,,,,0,NO_MATCH,,,
vica-reich,Vica Reich,Vica Reich,Video - TikTok,"Politics, Culture",3,,,,,0,NO_MATCH,,,
victoria-pickering,Victoria Pickering,Victoria Pickering,Social - Instagram,Photography,3,,,,,0,NO_MATCH,,,
vienna-pharaon-lmft,Vienna Pharaon LMFT,Mindful MFT,Video - Instagram,Mental Health,3,,,,,0,NO_MATCH,,,
vivian-tu,Vivian Tu,Your Rich BFF,Video - TikTok,"Finance/Economics, Personal Finance",3,,,,,0,NO_MATCH,,,
william-will-flanary,William (Will) Flanary,Dr. Glaucomflecken,Video - YouTube,"Comedy, Health/Wellness",3,,,,,0,NO_MATCH,,,
wren-woodson,Wren Woodson,NEWSGIRLS,Video - Instagram,"General News, Politics",3,,,,,0,NO_MATCH,,,
yatzuri-thomas,Yatzuri Thomas,Kids Quarantiine and Me,Social - Instagram,Things to Do,3,,,,,0,NO_MATCH,,,
yoav-davis,Yoav Davis,Jews of NY,Video - Instagram,"Local, Identity/Belonging",3,,,,,0,NO_MATCH,,,
your-digital-docent,Your Digital Docent,Your Digital Docent,Video - Instagram,Museums,3,,,,,0,NO_MATCH,,,
yuti-joshi,Yuti Joshi,Yuti Joshi,Video - YouTube,"World, Culture, Tech",3,,,,,0,NO_MATCH,,,
yuval-ben-hayun,Yuval Ben-Hayun,Yuval the Terrible,Video - TikTok,"General News, Government Accountability",3,,,,,0,NO_MATCH,,,
zack-richard,Zack Richard,NFL Historic,Video - YouTube,Sports,3,,,,,0,NO_MATCH,,,
zackory-kirk,Zackory Kirk,Zacktivist,Video - TikTok,"Politics, Activism",3,,,,,0,NO_MATCH,,,
zaid-admani,Zaid Admani,Admani Explains,Video - TikTok,"Business, Tech",3,,,,,0,NO_MATCH,,,
